word,rootWord,sentimentTag,sentimentStrength,partOfSpeech,definition,exampleSentence,domain,relatedWords,isNegatable
"keluar...aduhhh,cara",keluar,neutral,0,verb,"Pergi ke luar; meninggalkan sesuatu tempat (merujuk kepada 'keluar'). 'aduhhh' adalah seruan, 'cara' adalah kaedah.","Dia ingin keluar...aduhhh,cara (keluar, aduh, cari cara) untuk menyelesaikan masalah ini.",general,"['pergi', 'beredar']",True
Saya,saya,neutral,0,pronoun,Kata ganti diri pertama tunggal (aku/beta/patik).,Saya akan pulang ke kampung esok.,general,"['aku', 'beta', 'hamba']",False
video,video,neutral,0,noun,Rakaman bergerak dan bunyi yang boleh ditonton pada skrin.,Dia memuat naik video baru ke saluran YouTube.,technology,"['filem', 'klip', 'rakaman']",False
r,r,neutral,0,letter,Huruf ke-18 dalam abjad Rumi; juga mungkin singkatan tertentu mengikut konteks.,Huruf 'r' sering digunakan dalam perkataan pinjaman.,general,[],False
fantastis,fantastis,positive,0.8,adjective,Sangat hebat; luar biasa; menakjubkan.,Persembahan mereka malam tadi sangat fantastis.,general,"['hebat', 'menakjubkan', 'luar biasa', 'buruk', 'biasa']",True
Klas,kelas,neutral,0,noun,Singkatan atau ejaan tidak formal untuk 'kelas' (kumpulan pelajar; kategori).,Saya ada klas tambahan petang ini.,education,"['darjah', 'kumpulan', 'kategori']",False
cap,cap,neutral,0,noun,Penutup kepala (topi); tanda atau jenama.,Dia memakai cap berwarna biru.,fashion,"['topi', 'jenama', 'tanda']",False
Woww...cermin,cermin,neutral,0,noun,Permukaan licin yang memantulkan imej; kaca muka. 'Woww...' adalah seruan kagum.,Woww...cermin ini sangat bersih!,general,"['kaca', 'pantulan']",False
pelaku,laku,neutral,0,noun,Orang yang melakukan sesuatu (sama ada perbuatan baik atau buruk); dalang; aktor.,Pihak polis sedang memburu pelaku jenayah itu.,general,"['pesalah', 'aktor', 'dalang', 'mangsa']",True
ye,ya,neutral,0,interjection,Ejaan tidak formal untuk 'ya' (kata persetujuan atau pengesahan).,"“Awak faham?” “Ye, saya faham.”",general,"['ya', 'betul', 'tidak']",False
tenaga,tenaga,neutral,0,noun,Daya atau kekuatan untuk melakukan sesuatu; kuasa.,Dia memerlukan lebih banyak tenaga untuk menyelesaikan kerja itu.,general,"['daya', 'kekuatan', 'kuasa', 'kelemahan']",False
menyusahkn,susah,negative,-0.7,verb,Ejaan tidak formal untuk 'menyusahkan' (membuat seseorang atau sesuatu menjadi susah; merumitkan).,Tindakannya itu hanya menyusahkn orang lain.,general,"['merumitkan', 'membebankan', 'memudahkan']",True
makanan,makan,neutral,0,noun,Segala bahan yang dimakan untuk memberi tenaga dan tumbesaran.,Makanan sihat adalah penting untuk kesihatan.,food,"['hidangan', 'sajian', 'minuman']",False
sepupu,sepupu,neutral,0,noun,Anak kepada bapa saudara atau ibu saudara.,Saya akan melawat sepupu saya hujung minggu ini.,family,"['keluarga', 'saudara']",True
thu,tahu,neutral,0,verb,Ejaan tidak formal untuk 'tahu' (mempunyai pengetahuan atau maklumat tentang sesuatu).,Saya tak thu bila dia akan sampai.,general,"['faham', 'mengerti', 'tidak tahu']",True
<br>Kalau,kalau,neutral,0,conjunction,Jika; andai kata. 'br' adalah tag HTML untuk baris baru.,"Kalau ada masa, saya akan datang.",general,"['jika', 'andai', 'sekiranya']",False
Penakut,takut,negative,-0.6,adjective,Bersifat takut; pengecut.,"Dia bukan penakut, dia cuma berhati-hati.",psychology,"['pengecut', 'berani', 'perkasa']",True
remuk,remuk,negative,-0.5,adjective,Hancur berkecai; rosak teruk.,Kereta itu remuk teruk selepas kemalangan.,general,"['hancur', 'pecah', 'rosak', 'utuh']",True
neraka,neraka,negative,-0.8,noun,Tempat seksaan bagi orang jahat selepas mati (dalam agama); keadaan yang sangat buruk.,Dia berasa hidupnya seperti di neraka selepas kejadian itu.,religion,"['syurga', 'api']",False
JIRAN,jiran,neutral,0,noun,Orang yang tinggal berdekatan; tetangga.,JIRAN baharu kami sangat peramah.,community,"['tetangga', 'komuniti']",True
tangan,tangan,neutral,0,noun,Anggota badan dari pergelangan hingga hujung jari.,Dia menulis dengan tangan kanannya.,anatomy,"['jari', 'lengan']",False
basikal,basikal,neutral,0,noun,Kenderaan beroda dua yang digerakkan dengan mengayuh pedal.,Dia pergi ke sekolah menunggang basikal.,transport,"['motosikal', 'kereta', 'roda']",False
Alg2,algebra,neutral,0,noun,"Singkatan untuk Algebra 2, kursus matematik lanjutan.",Pelajar itu sedang belajar Alg2 di universiti.,education,"['matematik', 'algebra', 'kursus']",False
jantung,jantung,neutral,0,noun,Organ dalam badan yang mengepam darah; hati.,Jantungnya berdegup laju kerana takut.,anatomy,"['hati', 'organ', 'denyutan']",False
down,down,negative,-0.4,adjective,"Berasa murung, sedih, atau tidak bermaya (kata pinjaman dari Inggeris).",Dia berasa down selepas gagal dalam peperiksaan.,psychology,"['sedih', 'murung', 'gembira', 'bersemangat']",True
2-3,2-3,neutral,0,numeral,Julat angka antara dua dan tiga.,Sediakan 2-3 biji telur untuk resepi ini.,general,"['beberapa', 'sedikit']",False
xdpt,dapat,negative,-0.3,verb,Singkatan tidak formal untuk 'tidak dapat' (tidak mampu atau tidak boleh memperoleh sesuatu).,Saya xdpt hadir ke majlis itu.,general,"['tidak boleh', 'gagal', 'berjaya']",False
beliau,beliau,neutral,0,pronoun,Kata ganti diri ketiga hormat (digunakan untuk orang yang dihormati).,Beliau ialah seorang tokoh masyarakat yang dihormati.,general,"['dia', 'mereka']",False
akai.,akal,neutral,0,noun,"Ejaan tidak formal atau slanga untuk 'akal' (fikiran, daya berfikir, kebijaksanaan).",Gunakan akai anda untuk menyelesaikan masalah ini.,general,"['fikiran', 'kebijaksanaan', 'otak']",False
🏁🏁🏁,,positive,0.5,emoji,"Emoji bendera perlumbaan tamat, melambangkan kemenangan, penamat, atau kejayaan.",Kami telah berjaya menamatkan projek ini 🏁🏁🏁.,sports,"['kemenangan', 'tamat', 'kejayaan']",False
haram😁,haram,negative,-0.7,adjective,Dilarang oleh agama atau undang-undang; tidak sah. Emoji '😁' menunjukkan nada main-main atau sarkastik.,Makan sambil berdiri itu haram😁 katanya.,religion,"['dilarang', 'sah', 'halal']",True
api,api,neutral,0,noun,"Gas panas yang menyala, hasil pembakaran; bara.","Hati-hati dengan api, ia boleh membakar.",general,"['bara', 'kebakaran', 'asap']",False
Zahid,Zahid,neutral,0,proper noun,Nama khas orang.,Zahid akan datang ke majlis esok.,proper noun,[],False
tayar,tayar,neutral,0,noun,"Bahagian roda yang diperbuat daripada getah, biasanya berongga dan diisi angin.",Tayar keretanya pancit di tepi jalan.,transport,"['roda', 'rim', 'angin']",False
jail,jail,negative,-0.7,noun,Penjara; tempat tahanan (kata pinjaman dari Inggeris).,Penjenayah itu dihantar ke jail.,law,"['penjara', 'lokap', 'kurungan']",False
Aamiin3,Aamiin,positive,0.8,interjection,Kata yang diucapkan sebagai persetujuan atau doa agar permohonan dimakbulkan. Pengulangan '3' menunjukkan penekanan.,Semoga doa kita dimakbulkan. Aamiin3.,religion,"['amin', 'doa', 'makbul']",False
serta,serta,neutral,0,conjunction,Bersama dengan; dan juga.,Dia datang ke majlis itu serta rakan-rakannya.,general,"['dan', 'bersama', 'dengan']",False
didalam,dalam,neutral,0,preposition,Ejaan salah untuk 'di dalam' (menunjukkan posisi di ruang tertutup atau lingkungan tertentu).,Buku itu ada didalam beg.,general,"['luar', 'atas', 'bawah']",False
bodohnya,bodoh,negative,-0.8,adjective,Sifat tidak cerdik atau kurang akal. Partikel '-nya' menunjukkan penekanan atau kepunyaan.,Sungguh bodohnya tindakan itu!,general,"['dungu', 'bebal', 'pandai', 'cerdik']",True
ADA,ada,neutral,0,verb,Wujud; hadir; mempunyai.,ADA banyak makanan di sana.,general,"['tiada', 'wujud', 'memiliki']",True
padam,padam,neutral,0,verb,"Memadamkan (api, lampu); menghapuskan (tulisan).",Tolong padam lampu sebelum tidur.,general,"['menyala', 'menghapuskan', 'memadamkan']",True
ii,,neutral,0,interjection,Ungkapan tidak jelas atau penekanan; mungkin singkatan atau ulangan bunyi informal.,"Oh, ii, saya faham sekarang.",general,[],False
kreta..kita,kereta,neutral,0,noun,Gabungan ejaan tidak formal 'kreta' (kereta) dan 'kita' (kata ganti diri jamak). Merujuk kepada 'kereta kita'.,Kreta..kita perlu dibaiki segera.,transport,"['kereta', 'kenderaan']",False
aduk,aduk,neutral,0,verb,Mengacau atau mencampur aduk.,Dia aduk kopi itu dengan sudu.,cooking,"['kacau', 'campur', 'gaul']",True
ker,,neutral,0,particle,"Singkatan tidak formal atau bunyi pengisi yang maksudnya bergantung pada konteks, sering digunakan sebagai 'ke' atau awalan perkataan.",Awak nak pergi ker mana?,general,"['ke', 'kah']",False
api..boleh,api,neutral,0,noun,Gabungan 'api' (nyalaan) dan 'boleh' (mampu). Merujuk kepada fungsi atau keupayaan berkaitan api.,Lampu ini guna api..boleh menyala dengan baik.,general,"['api', 'boleh']",False
suv,SUV,neutral,0,noun,Kenderaan utiliti sukan; singkatan bagi 'Sport Utility Vehicle'.,Dia baru membeli sebuah suv baru.,transport,"['kereta', 'kenderaan']",False
undang²,undang-undang,neutral,0,noun,Singkatan tidak formal untuk 'undang-undang' (peraturan atau kaedah yang ditetapkan oleh pihak berkuasa; hukum).,Kita mesti mematuhi undang² negara.,law,"['hukum', 'peraturan', 'akta']",False
bat,bat,neutral,0,noun,"Alat pemukul dalam sukan (baseball, kriket) (kata pinjaman dari Inggeris).",Dia memukul bola dengan bat.,sports,"['pemukul', 'kayu']",False
fakir,fakir,negative,-0.6,noun,Orang yang sangat miskin; orang daif.,Golongan fakir miskin memerlukan bantuan kita.,society,"['miskin', 'daif', 'papa', 'kaya', 'berharta']",True
penyelesaian,selesai,neutral,0,noun,Hasil menyelesaikan masalah; jalan keluar.,Kami mencari penyelesaian terbaik untuk isu ini.,general,"['resolusi', 'jalan keluar', 'masalah']",False
setakat,takat,neutral,0,adverb,Hingga ke paras tertentu; sehingga; sampai.,"Setakat ini, tiada masalah besar yang timbul.",general,"['hingga', 'sampai', 'sehingga']",False
kosan,kos,neutral,0,noun,"(Informal, Indonesia) Bilik atau rumah kecil yang disewa, biasanya oleh pelajar atau pekerja bujang.",Dia sedang mencari kosan yang dekat dengan universiti.,housing,"['bilik sewa', 'asrama', 'penginapan']",False
run,run,neutral,0,verb,(Inggeris) Berlari; mengendalikan (sistem atau perniagaan); menjalankan.,Aplikasi itu tidak dapat run pada peranti lama.,technology,"['berlari', 'mengendalikan', 'berfungsi']",True
nii....,ini,neutral,0,pronoun,(Kolokial) Bentuk tidak formal bagi 'ini'.,Buku nii.... memang menarik.,informal,['ini'],False
",warga",warga,neutral,0,noun,Penduduk; anggota masyarakat sesuatu tempat.,Semua warga perlu mematuhi peraturan.,society,"['penduduk', 'rakyat', 'komuniti']",False
balik,balik,neutral,0,verb,Kembali ke tempat asal; pulang.,Dia akan balik ke kampung hujung minggu ini.,general,"['pulang', 'kembali']",True
selamat,selamat,positive,0.7,adjective,Aman dan sejahtera; terhindar daripada bahaya atau bencana.,Semoga perjalanan anda selamat sampai ke destinasi.,general,"['aman', 'sejahtera', 'sihat']",True
Tingkap,tingkap,neutral,0,noun,Bukaan pada dinding atau bumbung untuk memasukkan cahaya dan udara.,Dia membuka tingkap untuk membiarkan angin masuk.,architecture,"['jendela', 'lubang']",False
",",",",neutral,0,punctuation,Tanda baca koma. Digunakan untuk memisahkan unsur-unsur dalam senarai atau klausa.,"Saya membeli epal, oren, dan pisang.",linguistics,[],False
berjuta,juta,neutral,0,numeral,Mempunyai jumlah yang mencapai jutaan; amat banyak.,Berjuta orang telah terjejas akibat bencana itu.,general,"['banyak', 'jutaan', 'pelbagai']",False
sakai,sakai,negative,-0.8,adjective,(Kasar) Tidak bertamadun; bodoh atau dungu; kolot.,Janganlah berkelakuan sakai di khalayak ramai.,derogatory,"['bodoh', 'dungu', 'kolot']",True
dadah....hbis,dadah,negative,-0.9,noun,Bahan terlarang yang memudaratkan kesihatan dan menyebabkan ketagihan.,Penyalahgunaan dadah boleh merosakkan masa depan.,crime,"['narkotik', 'ubat terlarang', 'ketagihan']",False
mempertankan,tahan,neutral,0,verb,(Ejaan salah untuk 'mempertahankan') Melindungi atau membela sesuatu daripada ancaman.,Kita perlu mempertankan kedaulatan negara.,politics,"['membela', 'melindungi', 'mempertahankan']",True
kesal,kesal,negative,-0.6,adjective,Berasa tidak puas hati atau kecewa; menyesal.,Dia berasa kesal dengan keputusan yang telah dibuatnya.,emotion,"['menyesal', 'kecewa', 'dukacita']",True
bs,bodoh,negative,-0.7,adjective,(Singkatan tidak formal untuk 'bodoh') Tidak cerdik; tidak pandai.,Janganlah buat kerja bs macam tu.,informal,"['bodoh', 'bengap', 'dungu']",True
Sepatut,patut,neutral,0,adverb,(Singkatan tidak formal untuk 'sepatutnya') Sewajarnya; seharusnya.,Sepatut dia sudah tiba di sini.,general,"['sepatutnya', 'seharusnya', 'sewajarnya']",False
sayang,sayang,positive,0.8,verb,Merasa kasih dan cinta terhadap seseorang atau sesuatu; menyukai.,Dia sangat sayang akan keluarganya.,emotion,"['cinta', 'kasih', 'suka']",True
pembawa,bawa,neutral,0,noun,Orang atau benda yang membawa atau membawa sesuatu.,Dia adalah pembawa berita baik itu.,general,"['pengangkut', 'penyebar']",False
hehe,hehe,positive,0.3,interjection,"Bunyi ketawa yang ringan atau senyap, sering digunakan dalam teks.","Dia hanya membalas, 'hehe'.",informal,"['haha', 'hihi']",False
skarang.,sekarang,neutral,0,adverb,(Kolokial) Kini; pada waktu ini; saat ini.,Dia perlu buat keputusan skarang.,time,"['sekarang', 'kini', 'saat ini']",False
tekanlah,tekan,neutral,0,verb,Arahan atau suruhan untuk menekan sesuatu.,Tekanlah butang merah itu.,general,"['menekan', 'picit']",True
ini.,ini,neutral,0,pronoun,(Penunjuk) Merujuk kepada sesuatu yang dekat dengan penutur atau yang sedang dibicarakan.,Buku ini. adalah milik saya.,general,['itu'],False
Org,orang,neutral,0,noun,(Singkatan tidak formal untuk 'orang') Manusia; individu.,Ramai Org datang ke majlis itu.,general,"['orang', 'individu', 'manusia']",False
kali.,kali,neutral,0,noun,Kekerapan; bilangan sesuatu peristiwa atau tindakan.,Berapa kali. kamu sudah mengulanginya?,general,"['bilangan', 'kekerapan']",False
melampau,lampau,negative,-0.5,adjective,Berlebihan; melewati batas; keterlaluan.,Tindakannya itu sudah melampau.,general,"['berlebihan', 'keterlaluan', 'ekstrem']",True
"semua,siap",semua,neutral,0,quantifier,Seluruhnya; setiap satu daripadanya; segalanya.,Semua pelajar sudah siap untuk peperiksaan.,general,"['seluruh', 'segala', 'keseluruhan']",False
KASAr,kasar,negative,-0.6,adjective,Tidak halus; tidak sopan; biadab.,Perkataannya sangat KASAr dan menyinggung perasaan.,behavior,"['tidak sopan', 'biadab', 'celopar']",True
insyaallah,insyaallah,positive,0.6,interjection,(Arab) Jika Allah menghendaki; ungkapan harapan dan kebergantungan kepada Tuhan.,"Saya akan cuba datang esok, insyaallah.",religion,"['semoga', 'mudah-mudahan']",False
duit...pergi,duit,neutral,0,noun,Wang; mata wang; alat pertukaran ekonomi.,Dia memerlukan duit untuk membeli makanan.,finance,"['wang', 'harta', 'kekayaan']",False
tngan..,tangan,neutral,0,noun,(Kolokial) Anggota badan dari bahu hingga hujung jari.,Dia mengangkat tngan..nya untuk memberi isyarat.,anatomy,"['lengan', 'jari']",False
Syabas,syabas,positive,0.9,interjection,Kata pujian atau penghargaan; tahniah.,Syabas atas kejayaan cemerlang anda!,general,"['tahniah', 'bagus', 'bravo']",False
gilis,gilis,negative,-0.7,verb,Melindas atau menggilis dengan roda atau jentera.,Kereta itu hampir gilis motosikal di jalan.,transportation,"['melindas', 'merempuh', 'melenyek']",True
Bila,bila,neutral,0,adverb,Pada waktu atau masa bila; apabila.,Bila anda akan mula bekerja?,time,"['apabila', 'kapan']",False
adanya,ada,neutral,0,verb,Kewujudan; keadaan adanya sesuatu.,"Dengan adanya bantuan, projek ini dapat disiapkan.",general,"['kewujudan', 'kehadiran']",True
orng,orang,neutral,0,noun,(Ejaan salah untuk 'orang') Manusia; individu.,Ramai orng berkumpul di dataran.,general,"['orang', 'individu', 'manusia']",False
penjarakan,jarak,neutral,0,verb,Menjadikan berjarak; memisahkan dengan jarak.,Penjarakan sosial penting untuk membendung wabak.,health,"['menjarakkan', 'memisahkan', 'menjauhkan']",True
Jangan,jangan,neutral,0,particle,Kata larangan atau nasihat supaya tidak melakukan sesuatu.,Jangan sentuh barang itu.,general,"['dilarang', 'tidak boleh']",False
Bru,baru,neutral,0,adjective,(Kolokial) Bentuk tidak formal bagi 'baru'; belum lama.,Dia Bru sampai dari perjalanan.,general,"['baru', 'tadi', 'kini']",True
bingai,bingai,negative,-0.7,adjective,(Kolokial) Bodoh; tidak cerdik; dungu.,"Janganlah jadi bingai, gunakan akal.",derogatory,"['bodoh', 'dungu', 'bangang']",True
Enak,enak,positive,0.7,adjective,Sedap; lazat; nyaman.,Makanan ini sangat Enak.,food,"['sedap', 'lazat', 'nyaman']",True
so,so,neutral,0,conjunction,(Inggeris) Jadi; oleh itu; maka.,"Saya tiada masa, so saya tak dapat ikut.",general,"['jadi', 'oleh itu', 'maka']",False
sepatut,patut,neutral,0,adverb,(Singkatan tidak formal untuk 'sepatutnya') Sewajarnya; seharusnya.,Dia sepatut datang lebih awal.,general,"['sepatutnya', 'seharusnya', 'sewajarnya']",False
bunyi,bunyi,neutral,0,noun,Sesuatu yang dapat didengar; suara; suara alam.,Ada bunyi aneh dari luar.,general,"['suara', 'deruan', 'gema']",False
mahkamah..<br><br>Wallahualam.,mahkamah,neutral,0,noun,Institusi kehakiman tempat perbicaraan undang-undang dijalankan.,Kes itu akan dibawa ke mahkamah esok.,legal,"['pengadilan', 'kehakiman', 'dewan']",False
tu..kalo,itu,neutral,0,pronoun,(Kolokial) Bentuk tidak formal bagi 'itu'.,Baju tu..kalo awak suka.,informal,['itu'],False
penakut..pui..🥱🥱,takut,negative,-0.6,noun,Orang yang mudah berasa takut; pengecut.,Dia bukan seorang penakut.,personality,"['pengecut', 'bukan berani', 'ciut']",True
klw,kalau,neutral,0,conjunction,(Singkatan tidak formal untuk 'kalau') Sekiranya; andai kata.,"Klw dia datang, beritahu saya.",general,"['kalau', 'sekiranya', 'andai']",False
benda,benda,neutral,0,noun,Sesuatu yang wujud dan dapat disentuh atau dilihat; objek.,Benda itu ada di atas meja.,general,"['objek', 'barang', 'sesuatu']",False
Dlm,dalam,neutral,0,preposition,(Singkatan tidak formal untuk 'dalam') Berada di ruang atau lingkungan sesuatu.,Buku itu ada Dlm beg.,general,"['dalam', 'di']",False
cth,contoh,neutral,0,noun,(Singkatan tidak formal untuk 'contoh') Misalan; teladan; sampel.,Berikan satu cth ayat yang mudah.,general,"['contoh', 'misalan', 'teladan']",False
penyamun!,samun,negative,-0.8,noun,Orang yang melakukan perbuatan merompak atau mencuri dengan kekerasan.,Penyamun itu ditangkap polis semalam.,crime,"['perompak', 'pencuri', 'penjahat']",False
sprti,seperti,neutral,0,preposition,Sama dengan; menyerupai.,Dia bercakap sprti tiada apa yang berlaku.,informal,"['bagai', 'umpama', 'macam']",False
disabitkan,sabit,negative,-0.6,verb,Telah dibuktikan bersalah dalam suatu tuduhan atau kesalahan.,Dia disabitkan dengan kesalahan mencuri.,law,"['dituduh', 'didapati bersalah']",True
